@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
362,196,0.613593,4
492,63,0.694425,5
481,37,0.670119,5
581,200,0.545745,4
386,398,0.63271,4
439,22,0.686823,5
558,146,0.487125,4
169,610,0.45505,4
95,286,0.570148,4
134,276,0.535158,4
709,35,0.61513,4
330,30,0.593929,1
528,16,0.444386,1
769,18,0.421425,1
92,21,0.400233,1
250,27,0.521637,1
824,23,0.370535,1
1005,25,0.372541,1
567,33,0.489996,1
515,33,0.562379,1
826,30,0.35079,1
919,31,0.388173,1
771,56,0.575084,1
825,43,0.442048,1
291,46,0.428733,1
343,53,0.475748,1
948,52,0.457144,1
382,58,0.618961,1
548,52,0.363965,1
882,94,0.5328,1
617,61,0.3995,1
989,101,0.553272,1
815,66,0.604278,1
312,76,0.426876,1
202,91,0.548142,1
143,86,0.568764,1
417,83,0.389905,1
834,87,0.514508,1
928,92,0.417947,1
815,86,0.394952,1
351,95,0.433145,1
26,94,0.377756,1
428,105,0.40557,1
70,108,0.400306,1
344,120,0.433491,1
19,126,0.521676,1
408,135,0.491786,1
830,125,0.364694,1
453,131,0.448807,1
640,130,0.422301,1
909,139,0.364939,1
16,147,0.425645,1
774,145,0.407517,1
851,154,0.41729,1
413,158,0.442664,1
445,156,0.374596,1
325,168,0.50796,1
478,165,0.366336,1
874,169,0.581434,1
1004,169,0.424625,1
778,177,0.440566,1
925,188,0.503682,1
823,179,0.367032,1
638,180,0.359827,1
674,186,0.35189,1
836,199,0.567626,1
630,197,0.391759,1
814,220,0.435717,1
478,198,0.371663,1
282,201,0.389741,1
494,207,0.383225,1
961,210,0.45186,1
632,216,0.414068,1
191,224,0.403537,1
436,245,0.786183,1
28,230,0.439244,1
396,223,0.416792,1
921,222,0.362214,1
944,234,0.555442,1
256,228,0.378141,1
492,227,0.390718,1
960,229,0.365152,1
516,236,0.362282,1
964,239,0.384227,1
17,242,0.395582,1
761,250,0.556915,1
383,247,0.456606,1
850,251,0.559732,1
487,247,0.412041,1
220,252,0.390075,1
158,261,0.470742,1
222,279,0.516634,1
510,276,0.444301,1
774,270,0.371548,1
916,269,0.430235,1
19,286,0.552736,1
901,306,0.685553,1
312,278,0.439791,1
392,277,0.385071,1
577,276,0.368779,1
771,285,0.53343,1
171,286,0.446552,1
447,285,0.372319,1
124,299,0.469889,1
804,297,0.396819,1
578,322,0.524501,1
158,323,0.660479,1
511,316,0.397557,1
414,309,0.366461,1
805,313,0.421881,1
366,320,0.468089,1
764,311,0.3583,1
207,316,0.398691,1
98,318,0.367407,1
134,317,0.364807,1
458,324,0.464383,1
885,328,0.515884,1
102,332,0.436524,1
980,328,0.37585,1
390,337,0.401543,1
259,339,0.420189,1
444,390,0.553153,1
956,375,0.654289,1
19,354,0.479776,1
282,363,0.444352,1
648,352,0.355641,1
986,355,0.351922,1
132,360,0.351384,1
739,364,0.433437,1
774,367,0.412347,1
140,377,0.417765,1
197,375,0.388629,1
587,379,0.449546,1
835,383,0.582778,1
623,376,0.363989,1
771,382,0.458052,1
193,389,0.388661,1
284,391,0.380447,1
917,404,0.490426,1
645,404,0.436559,1
822,405,0.41127,1
505,409,0.505074,1
872,413,0.518576,1
433,409,0.404697,1
775,454,0.52578,1
826,441,0.513238,1
984,434,0.485263,1
484,459,0.503052,1
442,440,0.406452,1
588,442,0.350119,1
302,448,0.354856,1
341,464,0.411673,1
440,542,0.708715,1
813,460,0.393903,1
862,462,0.373578,1
164,477,0.423895,1
286,476,0.378538,1
