@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
291,802,0.532117,2
234,657,0.622671,2
332,697,0.445459,2
352,772,0.524428,2
41,808,0.750236,2
372,891,0.510669,2
447,951,0.70501,2
364,974,0.690813,2
359,957,0.446559,3
369,915,0.542358,2
230,812,0.605478,4
82,622,0.661527,5
118,654,0.608957,5
166,617,0.535437,4
350,726,0.690291,3
128,814,0.7106,5
464,795,0.657085,5
484,710,0.615204,3
547,974,0.697806,3
535,812,0.507639,3
945,841,0.647829,3
968,857,0.692915,4
805,574,0.716553,3
679,631,0.38592,4
978,132,0.682444,5
399,800,0.526573,4
423,801,0.565384,4
358,679,0.558062,4
255,721,0.458401,4
479,873,0.547562,4
278,16,0.384472,1
386,17,0.387792,1
411,19,0.436546,1
517,17,0.361634,1
491,35,0.473706,1
571,21,0.44284,1
600,19,0.390131,1
150,20,0.364166,1
235,23,0.38651,1
678,24,0.361322,1
828,22,0.35295,1
978,24,0.381981,1
28,28,0.379467,1
910,24,0.370734,1
64,28,0.396097,1
851,29,0.439626,1
921,30,0.402946,1
456,34,0.36476,1
76,37,0.380603,1
421,45,0.393083,1
321,47,0.417686,1
51,48,0.490269,1
180,45,0.377272,1
622,46,0.35951,1
904,48,0.356699,1
279,52,0.374569,1
599,56,0.434804,1
957,53,0.393089,1
371,55,0.404636,1
860,55,0.359316,1
386,58,0.406303,1
973,59,0.384712,1
991,62,0.404488,1
348,65,0.403831,1
222,69,0.396435,1
436,66,0.361307,1
529,69,0.427704,1
275,78,0.447412,1
443,77,0.376147,1
714,80,0.390144,1
868,80,0.453973,1
93,85,0.448192,1
401,91,0.479827,1
545,89,0.507229,1
368,88,0.454652,1
458,90,0.389217,1
660,88,0.354018,1
825,88,0.360242,1
429,97,0.494152,1
736,104,0.423408,1
768,96,0.398319,1
904,101,0.37841,1
698,129,0.46224,1
162,111,0.391331,1
618,109,0.382558,1
21,113,0.393653,1
432,129,0.529306,1
532,114,0.355827,1
826,116,0.359497,1
641,121,0.39398,1
476,122,0.366242,1
179,129,0.378418,1
761,130,0.393698,1
82,131,0.417561,1
213,131,0.389335,1
850,129,0.394739,1
634,131,0.360449,1
302,139,0.36942,1
521,146,0.462975,1
407,147,0.431267,1
827,149,0.425118,1
168,158,0.408684,1
203,161,0.508376,1
453,159,0.486022,1
45,164,0.473134,1
109,165,0.472597,1
414,161,0.372546,1
795,164,0.441398,1
673,164,0.402448,1
734,171,0.443759,1
421,178,0.48523,1
504,176,0.368291,1
129,179,0.371565,1
222,186,0.565866,1
490,206,0.426895,1
259,182,0.364441,1
606,187,0.395334,1
822,183,0.366917,1
514,190,0.371634,1
551,187,0.403394,1
31,192,0.378255,1
272,194,0.42179,1
832,192,0.364162,1
906,194,0.427606,1
814,205,0.463748,1
307,197,0.386753,1
66,202,0.37245,1
151,202,0.35681,1
