@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
359,197,0.590447,4
492,63,0.75017,5
480,37,0.692573,5
579,200,0.602198,4
385,399,0.64274,4
438,22,0.677886,5
556,147,0.534817,4
167,610,0.505403,4
94,285,0.53383,4
134,273,0.502457,4
709,37,0.574461,4
529,16,0.445238,1
773,16,0.374501,1
974,18,0.390561,1
999,20,0.401836,1
91,21,0.402138,1
328,30,0.60434,1
652,22,0.431553,1
763,20,0.365445,1
249,28,0.550429,1
824,23,0.377261,1
632,26,0.354122,1
372,28,0.375579,1
566,33,0.431396,1
514,33,0.597561,1
919,31,0.389643,1
767,58,0.566846,1
289,45,0.402065,1
824,46,0.370389,1
342,55,0.469495,1
892,56,0.439901,1
919,53,0.360478,1
947,52,0.410767,1
379,58,0.639604,1
616,61,0.495495,1
668,58,0.39576,1
291,64,0.367329,1
813,66,0.619271,1
993,69,0.370106,1
312,78,0.421881,1
995,84,0.464153,1
878,102,0.503428,1
198,89,0.480051,1
393,82,0.366147,1
141,86,0.601929,1
416,83,0.384303,1
816,86,0.405384,1
834,88,0.512129,1
926,93,0.43257,1
349,95,0.441798,1
26,94,0.381308,1
992,101,0.520491,1
69,112,0.400247,1
214,107,0.387713,1
424,111,0.388777,1
904,109,0.365708,1
341,120,0.432567,1
979,129,0.504309,1
17,126,0.536498,1
405,128,0.449673,1
627,120,0.36098,1
829,125,0.377222,1
267,129,0.385651,1
451,131,0.462972,1
639,130,0.397802,1
344,134,0.350713,1
904,146,0.408735,1
412,144,0.355248,1
772,145,0.369135,1
16,148,0.389789,1
848,152,0.404335,1
412,159,0.385761,1
255,164,0.392225,1
324,168,0.52976,1
873,169,0.65959,1
1003,169,0.461682,1
738,176,0.354326,1
779,178,0.476331,1
852,178,0.357523,1
920,179,0.411255,1
674,186,0.352367,1
925,194,0.43542,1
835,199,0.587433,1
478,198,0.437793,1
629,198,0.43667,1
818,202,0.418414,1
282,202,0.360201,1
459,204,0.357592,1
494,207,0.381922,1
962,211,0.410318,1
1002,212,0.414358,1
436,232,0.784148,1
632,217,0.436134,1
817,215,0.365584,1
28,227,0.397843,1
582,217,0.376827,1
190,225,0.389217,1
921,221,0.38497,1
397,223,0.399969,1
943,234,0.552193,1
492,227,0.353454,1
256,228,0.356253,1
809,235,0.387682,1
963,242,0.392481,1
17,242,0.405877,1
156,241,0.388305,1
760,249,0.463223,1
383,247,0.46285,1
487,247,0.476041,1
848,250,0.536584,1
220,252,0.43981,1
156,262,0.516746,1
432,266,0.515244,1
854,265,0.361746,1
901,266,0.369619,1
757,267,0.376726,1
509,277,0.463195,1
916,269,0.439006,1
220,276,0.520283,1
774,270,0.354804,1
392,277,0.433736,1
880,284,0.500453,1
311,278,0.448093,1
577,276,0.358872,1
770,286,0.552262,1
18,288,0.482248,1
170,286,0.473414,1
538,283,0.394705,1
447,286,0.358024,1
904,304,0.671142,1
804,295,0.352685,1
122,302,0.483042,1
579,299,0.389742,1
157,323,0.604014,1
413,308,0.390588,1
503,311,0.40467,1
762,311,0.394028,1
366,321,0.470998,1
568,315,0.490726,1
805,314,0.381684,1
206,317,0.424196,1
134,318,0.381104,1
515,322,0.384017,1
884,329,0.512253,1
443,324,0.400447,1
458,324,0.454657,1
586,336,0.447455,1
907,335,0.418114,1
978,327,0.410563,1
571,330,0.381802,1
102,334,0.462393,1
258,340,0.4409,1
389,342,0.378989,1
445,343,0.364609,1
954,361,0.554441,1
18,354,0.484559,1
442,359,0.460657,1
648,352,0.351794,1
279,362,0.401652,1
737,365,0.439415,1
771,365,0.410514,1
139,378,0.445803,1
196,375,0.385069,1
622,377,0.414608,1
834,382,0.552768,1
587,381,0.434863,1
769,383,0.478686,1
952,390,0.653487,1
282,391,0.377686,1
434,394,0.385809,1
450,403,0.488301,1
917,405,0.506762,1
644,405,0.469765,1
822,405,0.381278,1
504,410,0.521945,1
868,414,0.491825,1
