@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
428,221,0.403955,3
166,397,0.488407,3
586,735,0.685976,3
886,969,0.721785,3
815,594,0.373362,4
957,412,0.518242,4
499,564,0.432403,4
414,805,0.546711,5
693,886,0.529251,5
569,17,0.404846,1
282,25,0.408177,1
69,27,0.41876,1
196,27,0.354457,1
745,26,0.387354,1
370,30,0.439642,1
491,39,0.406929,1
916,34,0.370558,1
378,44,0.396133,1
935,44,0.365242,1
797,52,0.46134,1
992,48,0.360972,1
37,54,0.37122,1
479,62,0.441798,1
42,62,0.350077,1
377,82,0.377866,1
538,85,0.372869,1
27,92,0.400615,1
394,97,0.420898,1
212,100,0.359569,1
327,102,0.355948,1
88,106,0.359035,1
282,107,0.387446,1
858,106,0.393756,1
518,108,0.351582,1
883,122,0.36925,1
952,129,0.384816,1
828,133,0.357409,1
917,138,0.370266,1
970,140,0.367742,1
17,158,0.392553,1
917,165,0.373479,1
530,168,0.364314,1
23,175,0.552354,1
666,172,0.350159,1
213,181,0.39055,1
254,192,0.36862,1
443,198,0.368862,1
932,196,0.350632,1
772,202,0.357154,1
998,205,0.379541,1
657,208,0.361602,1
19,220,0.354983,1
672,220,0.355367,1
575,223,0.366596,1
426,238,0.351413,1
396,247,0.385582,1
408,250,0.364492,1
307,258,0.399101,1
453,260,0.392126,1
44,270,0.352916,1
244,279,0.409962,1
59,285,0.372102,1
396,291,0.362213,1
188,298,0.3511,1
76,303,0.385856,1
568,308,0.406364,1
843,312,0.380299,1
84,314,0.38333,1
374,324,0.493547,1
100,325,0.377498,1
838,328,0.364404,1
62,360,0.387274,1
182,365,0.416992,1
671,361,0.366543,1
288,373,0.370174,1
588,372,0.357813,1
624,376,0.354115,1
709,378,0.375794,1
885,382,0.403078,1
221,390,0.40098,1
218,400,0.362644,1
403,402,0.42366,1
51,405,0.379676,1
584,405,0.388616,1
106,408,0.363443,1
907,428,0.380883,1
956,462,0.357466,1
206,477,0.366938,1
824,476,0.350839,1
841,481,0.384274,1
79,491,0.452699,1
844,491,0.364738,1
758,492,0.357017,1
141,499,0.372151,1
182,500,0.383813,1
363,505,0.410863,1
