@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 numeric
@attribute V80 numeric
@attribute V81 numeric
@attribute V82 numeric
@attribute V83 numeric
@attribute V84 numeric
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 numeric
@attribute V90 numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
0.5648,0.32407,0.56286,0.32407,0.56093,0.32407,0.55899,0.32407,0.55899,0.32407,0.55126,0.31019,0.52224,0.28472,0.46615,0.26852,0.39072,0.28241,0.31141,0.32176,0.24371,0.38657,0.17795,0.44676,0.12186,0.55787,0.10251,0.67824,0.098646,0.75694,0.096712,0.75,0.092843,0.6875,0.10832,0.59722,0.13926,0.50694,0.17988,0.42361,0.23598,0.36111,0.30754,0.30556,0.39845,0.25926,0.48936,0.23843,0.56867,0.25231,0.62282,0.28472,0.6499,0.29861,0.64797,0.28935,0.62089,0.2662,0.56286,0.25231,0.47969,0.25231,0.38491,0.28241,0.30368,0.33565,0.24565,0.40046,0.20503,0.45139,0.17602,0.50694,0.15667,0.5787,0.1412,0.63194,0.13926,0.62037,0.16054,0.55556,0.20503,0.49074,0.26306,0.42361,0.33269,0.34722,0.41006,0.28009,0.4913,0.24306,1
0.67118,0.38426,0.67118,0.38657,0.67311,0.38657,0.67311,0.38426,0.67311,0.37963,0.65957,0.36574,0.61702,0.3588,0.55706,0.38889,0.49323,0.4537,0.46615,0.52315,0.46228,0.62037,0.47389,0.71759,0.54545,1,0.47969,0.80556,0.44874,0.7037,0.45068,0.59259,0.46809,0.48611,0.51064,0.38426,0.56673,0.2963,0.64603,0.24306,0.74662,0.25926,0.83559,0.34259,0.87621,0.44676,0.87234,0.48148,0.86267,0.44907,0.84913,0.38657,0.82785,0.32407,0.7795,0.25926,0.69826,0.23611,0.60348,0.2662,0.52805,0.32639,0.47776,0.40046,0.44874,0.46528,0.43907,0.53009,0.4294,0.62269,0.44487,0.75231,0.45648,0.84028,0.51257,0.9838,0.5087,0.96991,0.47195,0.81713,0.46422,0.76389,0.44101,0.6412,0.45068,0.54167,0.47776,0.44213,0.53191,0.34259,1
0.83366,0.3588,0.83752,0.37731,0.82979,0.38426,0.83172,0.37731,0.83172,0.41667,0.80077,0.50231,0.73114,0.57639,0.63636,0.63426,0.54545,0.66667,0.47195,0.65278,0.42553,0.61111,0.41006,0.55093,0.41393,0.47685,0.42747,0.40046,0.44681,0.34028,0.46035,0.32639,0.45841,0.36806,0.46422,0.43519,0.49323,0.49769,0.53965,0.5463,0.61315,0.57176,0.70406,0.56944,0.78723,0.54398,0.84139,0.48611,0.8646,0.39815,0.8646,0.31713,0.86654,0.26852,0.87234,0.30093,0.87041,0.38426,0.8472,0.46759,0.78917,0.52546,0.706,0.57407,0.60542,0.61343,0.5029,0.61574,0.43714,0.55324,0.41586,0.45833,0.42553,0.37037,0.44681,0.32176,0.45455,0.35185,0.46035,0.43519,0.4913,0.51157,0.55706,0.56019,0.64603,0.5787,0.74662,0.56713,0.83752,0.52546,1
0.59768,0.54398,0.59574,0.54398,0.58027,0.54167,0.55319,0.54167,0.51451,0.54167,0.47389,0.54167,0.43714,0.54167,0.39845,0.53935,0.35977,0.53935,0.32882,0.53241,0.30174,0.52546,0.26886,0.52546,0.23791,0.53704,0.2205,0.55556,0.22437,0.5625,0.24371,0.5625,0.27273,0.56019,0.30754,0.5625,0.35203,0.57407,0.40812,0.56481,0.47389,0.55093,0.54159,0.53935,0.60542,0.53241,0.6499,0.52546,0.67311,0.52083,0.69439,0.52083,0.70793,0.52546,0.69052,0.52083,0.63056,0.5162,0.55319,0.52083,0.48356,0.53009,0.4236,0.53009,0.37331,0.52315,0.32108,0.52546,0.27466,0.52546,0.25919,0.52546,0.26692,0.52546,0.2882,0.53009,0.32882,0.53704,0.39845,0.52546,0.47582,0.51389,0.55899,0.50463,0.62282,0.49306,0.66731,0.48611,0.69632,0.48843,14
0.82398,0.5625,0.82398,0.5625,0.82398,0.5625,0.82205,0.5625,0.82398,0.5625,0.82398,0.56481,0.82592,0.56481,0.82398,0.5625,0.81044,0.56019,0.77176,0.5463,0.70986,0.52778,0.64217,0.51852,0.58221,0.52083,0.52031,0.53241,0.45455,0.53704,0.39652,0.54861,0.3675,0.5787,0.37137,0.59028,0.39845,0.57639,0.42747,0.5625,0.47002,0.55556,0.53191,0.53935,0.60155,0.53009,0.66731,0.52546,0.72534,0.53009,0.78337,0.5463,0.84139,0.57176,0.87814,0.59259,0.89749,0.59954,0.88975,0.59954,0.85687,0.58796,0.80271,0.55556,0.74275,0.52546,0.67311,0.51157,0.60155,0.5162,0.53385,0.52546,0.46228,0.53935,0.40426,0.55324,0.36944,0.57176,0.34429,0.60185,0.35203,0.61111,0.37137,0.59259,0.40619,0.56481,0.45261,0.53472,0.52031,0.50231,14
0.7234,0.37963,0.7234,0.37731,0.7234,0.37731,0.7234,0.37731,0.72534,0.37731,0.72534,0.375,0.7234,0.37963,0.71567,0.37963,0.69632,0.375,0.66731,0.37731,0.63443,0.37731,0.59961,0.37731,0.5648,0.37963,0.52805,0.38426,0.48743,0.38194,0.44681,0.38657,0.41006,0.38194,0.38298,0.375,0.36557,0.38194,0.36364,0.38657,0.37331,0.38657,0.39652,0.39352,0.4294,0.40046,0.46809,0.40278,0.51257,0.40278,0.55706,0.39815,0.59961,0.39583,0.64217,0.39352,0.68279,0.3912,0.7234,0.39352,0.75822,0.39815,0.78337,0.40046,0.79884,0.40278,0.80851,0.40741,0.80851,0.40741,0.79884,0.41204,0.7795,0.41204,0.74855,0.40741,0.706,0.40741,0.65957,0.40741,0.61315,0.40278,0.5706,0.40046,0.53191,0.40046,0.49516,0.40046,0.46228,0.40046,14
0.46035,0.68287,0.46035,0.68287,0.46228,0.68287,0.45841,0.67593,0.44874,0.625,0.44487,0.56019,0.43714,0.48611,0.42747,0.41898,0.41199,0.3588,0.40232,0.30787,0.39845,0.27083,0.40039,0.24537,0.40039,0.23843,0.39845,0.25926,0.39458,0.30556,0.39458,0.37269,0.39845,0.44907,0.40426,0.51852,0.41779,0.5787,0.4294,0.63657,0.43907,0.67824,0.45455,0.70833,0.45841,0.71991,0.46422,0.72454,0.46422,0.71991,0.45068,0.69676,0.44487,0.63426,0.44101,0.5625,0.43133,0.47454,0.41973,0.3912,0.41006,0.32176,0.40039,0.27315,0.39072,0.23843,0.38878,0.21759,0.38685,0.20833,0.38104,0.20833,0.38104,0.22222,0.38491,0.25463,0.38878,0.31713,0.39652,0.40046,0.40619,0.49306,0.41973,0.57639,0.4236,0.65278,0.42166,0.68519,0.42166,0.6875,15
0.72921,0.56481,0.72921,0.56481,0.72921,0.56481,0.72727,0.56713,0.72727,0.56481,0.72727,0.56944,0.72534,0.5787,0.72147,0.60185,0.71954,0.58333,0.72921,0.4838,0.73694,0.34954,0.74081,0.21296,0.73694,0.092593,0.73114,0.018519,0.72727,0.018519,0.72727,0.0625,0.72727,0.12269,0.72727,0.21296,0.72921,0.32176,0.73114,0.43981,0.73888,0.55093,0.74662,0.6412,0.76209,0.67361,0.77176,0.68981,0.76209,0.68056,0.74662,0.64352,0.73114,0.53472,0.71954,0.42361,0.71567,0.32639,0.7118,0.22454,0.7176,0.12269,0.72727,0.041667,0.73114,0,0.72921,0,0.73308,0.030093,0.72921,0.085648,0.73501,0.16667,0.73694,0.26389,0.74081,0.3588,0.75242,0.45139,0.75435,0.5463,0.75629,0.61111,0.7795,0.66667,0.80851,0.69907,0.80464,0.68981,15
0.78917,0.65509,0.78917,0.65972,0.78917,0.65741,0.78917,0.65741,0.7911,0.65741,0.7911,0.65278,0.7911,0.65046,0.7853,0.63889,0.77756,0.60417,0.77369,0.54398,0.77176,0.47454,0.77176,0.40741,0.77563,0.35185,0.77563,0.30324,0.77756,0.26389,0.7795,0.22917,0.78143,0.21065,0.78143,0.2037,0.7795,0.21296,0.77563,0.23843,0.76983,0.28241,0.76209,0.33333,0.76015,0.39815,0.75822,0.46759,0.75435,0.53009,0.75629,0.58796,0.76402,0.62269,0.76789,0.65972,0.76402,0.69676,0.75822,0.71991,0.75629,0.72917,0.75435,0.73148,0.75629,0.7338,0.76015,0.71991,0.76596,0.69907,0.76983,0.65972,0.76789,0.62037,0.76596,0.5787,0.77176,0.5162,0.7795,0.44907,0.7853,0.39583,0.7911,0.34259,0.79884,0.29861,0.80271,0.2662,0.80464,0.23611,15
0.51257,0.3287,0.51257,0.3287,0.51257,0.3287,0.51064,0.3287,0.51064,0.32639,0.51064,0.3287,0.5087,0.32639,0.50677,0.32639,0.50677,0.32407,0.50484,0.32176,0.49903,0.32176,0.49516,0.31713,0.48743,0.3125,0.47776,0.30556,0.47002,0.2963,0.45841,0.29167,0.44681,0.28472,0.43133,0.28009,0.41586,0.27546,0.40039,0.27083,0.38104,0.2662,0.3617,0.26852,0.34236,0.27083,0.32495,0.27083,0.31141,0.27315,0.29787,0.27083,0.27853,0.28472,0.25919,0.30093,0.24178,0.32176,0.22437,0.34722,0.20696,0.37963,0.19342,0.41667,0.17795,0.43981,0.16828,0.46991,0.16248,0.5,0.15667,0.52546,0.1528,0.55556,0.1528,0.58102,0.15667,0.61574,0.15861,0.65278,0.16054,0.67361,0.17021,0.69444,0.17795,0.71528,0.18569,0.72685,0.19923,0.74769,2
