@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
84,670,0.604525,4
861,710,0.482706,5
737,247,0.417281,5
247,72,0.526258,1
751,24,0.480373,1
182,36,0.457706,1
818,28,0.388915,1
956,27,0.362631,1
358,32,0.376597,1
398,43,0.354342,1
130,44,0.351908,1
938,59,0.371697,1
836,60,0.355242,1
996,63,0.350859,1
738,70,0.355558,1
801,92,0.450828,1
950,79,0.409532,1
732,79,0.352521,1
829,82,0.370251,1
170,94,0.436706,1
131,90,0.372116,1
511,100,0.487747,1
128,104,0.409037,1
396,111,0.358308,1
350,117,0.464468,1
979,134,0.558482,1
233,147,0.46715,1
894,134,0.372479,1
636,142,0.380661,1
514,144,0.358089,1
716,149,0.40197,1
665,147,0.363945,1
893,157,0.441243,1
789,167,0.462387,1
749,164,0.388552,1
172,174,0.386362,1
392,177,0.379248,1
887,177,0.417759,1
532,192,0.562049,1
948,180,0.364664,1
225,216,0.484609,1
739,185,0.46577,1
284,197,0.385255,1
396,197,0.369238,1
805,205,0.431474,1
172,210,0.412769,1
896,210,0.376013,1
950,222,0.426017,1
978,210,0.351352,1
291,213,0.37731,1
277,216,0.359651,1
525,218,0.362456,1
735,225,0.493284,1
701,223,0.452792,1
758,287,0.466355,1
866,243,0.472923,1
898,228,0.360747,1
175,242,0.452363,1
523,238,0.391369,1
440,243,0.431999,1
700,241,0.367313,1
398,251,0.404543,1
323,248,0.434855,1
891,254,0.379267,1
940,266,0.477924,1
555,264,0.383099,1
1001,279,0.481805,1
658,279,0.463585,1
242,285,0.472298,1
882,284,0.513351,1
122,289,0.411279,1
212,322,0.53342,1
423,287,0.386055,1
162,285,0.370411,1
325,287,0.390123,1
612,296,0.370221,1
983,297,0.392474,1
996,299,0.381484,1
162,302,0.404077,1
496,298,0.3562,1
323,303,0.372463,1
563,308,0.473171,1
704,303,0.364336,1
696,305,0.35655,1
410,312,0.408574,1
672,373,0.574657,1
604,320,0.365931,1
157,334,0.383513,1
378,332,0.365064,1
851,340,0.371803,1
317,338,0.393143,1
964,342,0.357598,1
939,399,0.560802,1
594,358,0.484034,1
558,358,0.375666,1
844,364,0.372517,1
204,362,0.37462,1
161,392,0.508684,1
241,370,0.381217,1
199,377,0.391857,1
733,399,0.504939,1
591,380,0.446549,1
982,376,0.398277,1
375,393,0.477995,1
454,385,0.417913,1
309,386,0.400971,1
93,386,0.374895,1
122,387,0.382421,1
194,400,0.406139,1
832,392,0.35997,1
513,398,0.387901,1
188,460,0.572314,1
370,420,0.391086,1
502,424,0.453653,1
90,434,0.490727,1
825,450,0.460144,1
153,458,0.484242,1
576,430,0.356175,1
885,439,0.516419,1
668,436,0.357526,1
780,443,0.407649,1
571,448,0.386355,1
112,453,0.406524,1
543,456,0.396665,1
710,472,0.43026,1
590,454,0.355997,1
366,474,0.395476,1
650,478,0.358125,1
808,488,0.461668,1
678,484,0.374627,1
440,491,0.397614,1
643,510,0.492175,1
136,550,0.574086,1
748,500,0.358046,1
775,509,0.482838,1
794,533,0.514057,1
854,515,0.506524,1
882,534,0.452061,1
292,518,0.382488,1
176,533,0.48077,1
610,517,0.367622,1
66,528,0.415718,1
487,526,0.361082,1
688,529,0.37652,1
538,534,0.378625,1
69,540,0.374983,1
686,540,0.351064,1
626,550,0.434403,1
169,557,0.40071,1
677,579,0.63309,1
74,565,0.39033,1
761,571,0.384102,1
874,574,0.409673,1
166,574,0.354801,1
786,583,0.417188,1
528,585,0.495647,1
73,584,0.36228,1
557,607,0.495813,1
162,607,0.451494,1
838,610,0.454961,1
72,607,0.453453,1
767,614,0.445812,1
499,609,0.384583,1
282,612,0.364082,1
130,634,0.485384,1
