@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
428,221,0.399978,3
166,397,0.47824,3
586,735,0.687521,3
886,969,0.723724,3
815,594,0.377236,4
957,412,0.521464,4
499,564,0.440457,4
415,806,0.553779,5
693,885,0.537651,5
569,17,0.404456,1
281,24,0.422111,1
69,27,0.415345,1
196,27,0.362876,1
745,26,0.388854,1
370,30,0.44098,1
491,39,0.407421,1
916,34,0.366468,1
378,44,0.397619,1
935,44,0.369059,1
797,52,0.461505,1
992,48,0.360465,1
37,54,0.370141,1
479,62,0.442425,1
43,63,0.350883,1
377,82,0.382764,1
538,85,0.372656,1
27,92,0.400061,1
394,97,0.41437,1
212,100,0.362277,1
327,102,0.359752,1
88,106,0.356344,1
282,107,0.390841,1
858,106,0.392865,1
883,122,0.361427,1
952,129,0.37673,1
828,133,0.363524,1
917,138,0.370042,1
970,140,0.365023,1
18,158,0.390758,1
917,165,0.374575,1
530,168,0.351314,1
23,175,0.566511,1
666,172,0.352532,1
213,182,0.378777,1
255,192,0.367956,1
443,198,0.371026,1
772,202,0.357427,1
998,205,0.382984,1
657,208,0.357247,1
19,220,0.358932,1
672,220,0.352603,1
575,223,0.362222,1
426,238,0.35781,1
396,247,0.385167,1
408,250,0.353652,1
307,258,0.398531,1
453,260,0.394148,1
45,271,0.35489,1
244,279,0.414566,1
59,285,0.378718,1
396,290,0.356205,1
188,298,0.351686,1
76,303,0.385565,1
568,307,0.402343,1
843,312,0.38033,1
84,314,0.388221,1
374,324,0.500464,1
100,325,0.370201,1
838,328,0.362461,1
170,356,0.356077,1
62,360,0.395348,1
183,366,0.416841,1
671,361,0.365271,1
288,374,0.375515,1
588,372,0.3587,1
624,376,0.357443,1
709,378,0.378848,1
885,382,0.409788,1
221,390,0.40597,1
218,400,0.359161,1
403,402,0.425194,1
51,404,0.380397,1
585,405,0.392594,1
106,408,0.359607,1
907,428,0.376944,1
130,440,0.353317,1
