@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
85,670,0.593028,4
862,710,0.448308,5
246,81,0.542172,1
752,23,0.486208,1
183,36,0.479569,1
819,30,0.392623,1
956,26,0.36543,1
358,38,0.398436,1
404,30,0.355458,1
134,45,0.352919,1
938,58,0.379547,1
835,61,0.375717,1
998,63,0.350374,1
735,73,0.374773,1
802,95,0.450348,1
951,80,0.418886,1
830,81,0.381493,1
131,89,0.388446,1
171,94,0.4319,1
908,89,0.352312,1
511,100,0.503582,1
906,99,0.354058,1
128,104,0.390722,1
396,111,0.384344,1
351,118,0.473087,1
980,134,0.563522,1
512,142,0.374497,1
522,135,0.379313,1
715,146,0.432514,1
637,142,0.377328,1
665,147,0.36741,1
232,161,0.413089,1
893,157,0.427301,1
790,167,0.452351,1
750,165,0.384499,1
396,186,0.401352,1
532,192,0.568868,1
172,174,0.396238,1
888,177,0.409047,1
226,216,0.510258,1
948,180,0.362302,1
740,185,0.462653,1
284,196,0.401355,1
804,204,0.435041,1
174,210,0.40142,1
897,208,0.393122,1
950,219,0.423102,1
291,214,0.377171,1
662,214,0.36294,1
278,216,0.365119,1
736,232,0.506351,1
702,223,0.45001,1
752,322,0.527058,1
867,244,0.466927,1
522,228,0.357102,1
176,241,0.462146,1
524,238,0.393186,1
441,244,0.436505,1
701,242,0.358026,1
398,251,0.411581,1
323,249,0.445251,1
891,254,0.386682,1
941,264,0.479314,1
556,264,0.3661,1
242,284,0.480902,1
658,279,0.45707,1
424,286,0.404061,1
122,288,0.418179,1
325,292,0.428323,1
882,284,0.484662,1
164,285,0.354981,1
213,321,0.543149,1
163,300,0.426345,1
613,297,0.372821,1
983,297,0.392026,1
495,297,0.372934,1
704,303,0.384771,1
563,308,0.469988,1
673,376,0.583527,1
411,313,0.408697,1
114,312,0.364844,1
604,320,0.36339,1
436,325,0.352554,1
159,333,0.371245,1
418,330,0.351827,1
318,338,0.409498,1
848,353,0.392316,1
604,338,0.352587,1
940,397,0.585469,1
593,372,0.48213,1
188,463,0.588601,1
558,358,0.36024,1
158,419,0.507309,1
241,370,0.375617,1
982,375,0.385682,1
375,398,0.499604,1
454,385,0.429522,1
310,387,0.405367,1
94,386,0.388954,1
122,387,0.39311,1
513,397,0.409244,1
502,423,0.464456,1
90,433,0.502683,1
577,430,0.371436,1
809,494,0.541527,1
886,438,0.518973,1
781,442,0.407952,1
573,449,0.393771,1
113,453,0.398641,1
543,456,0.406911,1
589,454,0.370472,1
712,471,0.466462,1
430,456,0.353738,1
366,473,0.418583,1
651,479,0.366656,1
490,481,0.362893,1
678,482,0.370623,1
440,490,0.407874,1
644,510,0.526078,1
136,550,0.578784,1
775,510,0.458548,1
883,535,0.460581,1
854,516,0.498707,1
293,518,0.388222,1
611,517,0.372653,1
69,533,0.400278,1
689,533,0.390314,1
970,530,0.352929,1
537,536,0.392182,1
626,551,0.41923,1
544,550,0.356753,1
972,550,0.351223,1
169,557,0.398507,1
678,579,0.62908,1
74,577,0.422851,1
527,583,0.506026,1
762,572,0.38137,1
875,574,0.430797,1
786,583,0.438402,1
163,607,0.464208,1
569,585,0.36829,1
765,632,0.511669,1
557,610,0.486267,1
282,595,0.355956,1
838,612,0.46139,1
73,625,0.517216,1
500,610,0.39104,1
283,612,0.371839,1
130,634,0.482214,1
711,625,0.576614,1
283,620,0.357376,1
534,663,0.586982,1
825,641,0.383865,1
149,683,0.48115,1
674,652,0.359029,1
814,665,0.459967,1
208,671,0.403624,1
271,673,0.376008,1
972,676,0.397218,1
655,676,0.377762,1
17,681,0.407629,1
231,684,0.38712,1
273,690,0.378089,1
636,704,0.51212,1
718,694,0.529977,1
484,703,0.493473,1
605,693,0.409006,1
750,694,0.406702,1
519,697,0.371455,1
68,699,0.369454,1
794,715,0.526669,1
216,708,0.370976,1
123,725,0.39823,1
745,720,0.479405,1
510,724,0.406968,1
967,723,0.422909,1
629,736,0.450558,1
68,763,0.543912,1
188,765,0.486239,1
504,744,0.43432,1
940,751,0.411394,1
987,746,0.391474,1
550,750,0.35373,1
500,768,0.552092,1
552,762,0.427839,1
142,809,0.526516,1
146,771,0.369843,1
861,778,0.430792,1
264,781,0.378701,1
583,781,0.380314,1
951,786,0.401173,1
579,798,0.376078,1
733,811,0.473533,1
880,792,0.361831,1
483,803,0.443303,1
863,811,0.551319,1
168,802,0.364245,1
69,811,0.393003,1
528,816,0.350198,1
575,817,0.358269,1
17,821,0.395865,1
69,824,0.381171,1
956,824,0.433186,1
200,826,0.417397,1
522,832,0.381921,1
104,830,0.35773,1
576,836,0.354256,1
196,852,0.360649,1
481,854,0.413,1
64,867,0.522349,1
627,861,0.499144,1
134,864,0.426335,1
266,861,0.381447,1
784,862,0.352141,1
322,865,0.368887,1
196,870,0.412432,1
375,872,0.44913,1
