@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
85,669,0.616643,4
862,710,0.466913,5
737,247,0.40037,5
247,72,0.541671,1
752,23,0.488238,1
182,35,0.473216,1
819,28,0.405212,1
956,26,0.353918,1
357,34,0.384411,1
398,45,0.366744,1
131,44,0.353327,1
358,48,0.351617,1
810,59,0.355256,1
938,58,0.371388,1
835,60,0.366835,1
802,93,0.457248,1
951,79,0.414367,1
732,79,0.357202,1
830,81,0.381934,1
170,94,0.448962,1
131,89,0.381007,1
908,89,0.352042,1
511,100,0.49304,1
720,98,0.352099,1
906,98,0.350199,1
128,104,0.398755,1
395,110,0.373674,1
350,117,0.468522,1
980,134,0.55448,1
234,147,0.460851,1
514,132,0.355737,1
895,135,0.358879,1
637,142,0.404241,1
402,142,0.354022,1
716,149,0.40586,1
664,148,0.366888,1
892,157,0.450818,1
789,167,0.465686,1
749,164,0.391415,1
395,187,0.386049,1
172,174,0.404241,1
888,177,0.425375,1
532,192,0.561086,1
949,180,0.378173,1
225,218,0.505551,1
740,185,0.471058,1
284,196,0.381083,1
663,200,0.357228,1
805,204,0.424369,1
173,209,0.425901,1
896,208,0.37514,1
950,221,0.437537,1
291,213,0.377069,1
662,214,0.353914,1
277,216,0.368104,1
525,218,0.369739,1
736,226,0.503022,1
702,223,0.456124,1
751,323,0.532957,1
867,244,0.473259,1
898,227,0.357104,1
175,242,0.475616,1
524,238,0.400628,1
440,243,0.434832,1
701,241,0.363206,1
323,248,0.440266,1
398,251,0.417192,1
891,253,0.389444,1
940,266,0.479669,1
556,264,0.379032,1
242,284,0.469605,1
658,279,0.462799,1
122,288,0.419455,1
882,284,0.514445,1
163,298,0.433596,1
213,321,0.545369,1
325,293,0.394209,1
424,287,0.386297,1
612,297,0.386813,1
983,298,0.392576,1
704,303,0.377459,1
563,308,0.493828,1
411,313,0.416127,1
672,375,0.591797,1
604,319,0.372775,1
158,337,0.388471,1
379,331,0.371464,1
848,352,0.392198,1
317,337,0.396242,1
939,398,0.559852,1
593,371,0.491766,1
559,358,0.370245,1
187,461,0.590082,1
158,421,0.52015,1
241,370,0.377469,1
983,375,0.385386,1
376,392,0.487774,1
454,384,0.41751,1
309,387,0.423718,1
93,386,0.397194,1
122,388,0.387295,1
833,393,0.369483,1
513,398,0.387473,1
370,420,0.411558,1
502,424,0.446765,1
576,428,0.369006,1
89,433,0.485224,1
820,462,0.468145,1
885,438,0.520398,1
781,443,0.424977,1
571,449,0.411312,1
113,453,0.40864,1
543,456,0.387217,1
590,453,0.36422,1
711,472,0.448707,1
366,474,0.412064,1
650,478,0.374976,1
678,482,0.384477,1
440,491,0.397969,1
644,510,0.514036,1
136,550,0.597435,1
748,500,0.35951,1
775,510,0.472711,1
883,533,0.470391,1
794,533,0.540721,1
854,515,0.495671,1
292,518,0.388385,1
611,516,0.380927,1
68,533,0.416792,1
687,534,0.400927,1
488,527,0.363635,1
292,533,0.356293,1
538,535,0.365616,1
627,551,0.429431,1
169,557,0.392831,1
678,579,0.626572,1
74,565,0.386613,1
761,572,0.395029,1
