@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
428,221,0.404286,3
166,397,0.479857,3
586,735,0.677327,3
885,969,0.721292,3
815,593,0.369997,4
957,412,0.508527,4
499,564,0.433174,4
415,805,0.546829,5
693,886,0.520869,5
569,17,0.403578,1
281,24,0.421643,1
68,26,0.426093,1
196,27,0.371448,1
745,26,0.393584,1
369,30,0.444991,1
491,39,0.415956,1
642,34,0.35678,1
916,34,0.370712,1
379,45,0.407794,1
935,44,0.371452,1
797,52,0.4739,1
992,48,0.365117,1
39,57,0.378255,1
479,62,0.444183,1
377,82,0.380018,1
538,85,0.379134,1
27,92,0.405573,1
394,97,0.419964,1
212,101,0.368515,1
327,102,0.365202,1
88,107,0.372825,1
282,107,0.39348,1
858,107,0.397376,1
518,108,0.353437,1
129,118,0.355326,1
883,122,0.36291,1
952,129,0.376471,1
828,133,0.36273,1
917,138,0.371722,1
970,140,0.362757,1
18,158,0.400293,1
917,165,0.372065,1
530,168,0.356362,1
23,175,0.569701,1
213,182,0.378336,1
254,192,0.374568,1
443,198,0.368332,1
772,202,0.364208,1
998,205,0.381443,1
657,208,0.367065,1
19,220,0.358545,1
574,222,0.369938,1
672,220,0.35415,1
426,238,0.35562,1
395,246,0.391042,1
408,250,0.364278,1
306,258,0.399776,1
452,260,0.409366,1
45,271,0.354471,1
244,279,0.419709,1
58,285,0.383057,1
396,290,0.358012,1
188,298,0.35101,1
76,303,0.387035,1
568,308,0.406588,1
843,312,0.379301,1
84,314,0.397223,1
374,324,0.50845,1
100,325,0.383455,1
170,356,0.361597,1
62,360,0.386988,1
183,367,0.426458,1
671,361,0.365121,1
588,372,0.361058,1
288,375,0.370319,1
624,376,0.362937,1
709,378,0.37585,1
884,382,0.414286,1
221,390,0.407224,1
403,401,0.415581,1
218,400,0.357019,1
51,405,0.3756,1
584,405,0.390551,1
106,408,0.350448,1
907,428,0.385114,1
130,440,0.353731,1
956,462,0.362783,1
206,477,0.372126,1
824,476,0.3547,1
841,481,0.375143,1
78,490,0.46344,1
844,491,0.37337,1
758,492,0.358423,1
140,500,0.380007,1
182,500,0.390209,1
362,504,0.409404,1
857,511,0.386523,1
883,520,0.363821,1
892,524,0.358346,1
910,527,0.443889,1
954,531,0.44241,1
389,536,0.428484,1
358,543,0.390707,1
143,566,0.392086,1
258,562,0.364762,1
264,575,0.391068,1
882,575,0.370736,1
888,578,0.365978,1
944,578,0.366555,1
591,591,0.376303,1
163,599,0.362051,1
362,654,0.378461,1
308,657,0.413622,1
436,665,0.37962,1
869,672,0.353808,1
781,706,0.373846,1
99,717,0.378961,1
99,745,0.357862,1
400,746,0.354937,1
400,762,0.354945,1
642,764,0.356694,1
25,775,0.422563,1
665,779,0.394015,1
645,784,0.393373,1
493,790,0.387293,1
85,792,0.371651,1
518,793,0.435381,1
909,801,0.460536,1
936,806,0.351835,1
583,816,0.389947,1
28,828,0.437159,1
592,838,0.403271,1
807,842,0.380435,1
46,846,0.356925,1
832,846,0.379829,1
776,850,0.374434,1
56,857,0.429708,1
86,859,0.444907,1
972,857,0.353365,1
559,858,0.372457,1
590,858,0.35221,1
704,863,0.387261,1
881,866,0.366336,1
620,869,0.464984,1
1004,869,0.392144,1
266,884,0.357686,1
86,894,0.409299,1
583,892,0.402559,1
832,890,0.359425,1
645,900,0.363002,1
