@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
291,802,0.575356,2
234,656,0.588769,2
332,698,0.451603,2
352,772,0.567596,2
41,809,0.754151,2
373,892,0.532364,2
447,950,0.728869,2
364,974,0.709051,2
360,955,0.488839,3
369,915,0.564451,2
230,811,0.610693,4
83,623,0.649713,5
118,654,0.603097,5
167,617,0.548863,4
350,725,0.708345,3
128,814,0.703275,5
465,795,0.659438,5
310,918,0.358435,4
483,710,0.582167,3
546,974,0.698287,3
536,813,0.553168,3
945,842,0.670926,3
969,857,0.691358,4
805,574,0.68932,3
679,630,0.438211,4
399,799,0.552132,4
424,800,0.557236,4
359,679,0.55508,4
255,721,0.494065,4
480,872,0.543987,4
278,16,0.364165,1
386,16,0.354607,1
411,20,0.421645,1
490,34,0.46413,1
518,18,0.350272,1
571,21,0.434078,1
600,19,0.392891,1
236,24,0.353788,1
679,25,0.366338,1
28,28,0.367555,1
65,29,0.373544,1
850,29,0.400424,1
922,31,0.377356,1
76,38,0.355741,1
321,46,0.414738,1
51,48,0.481029,1
422,46,0.391391,1
181,46,0.351995,1
280,54,0.396019,1
598,55,0.454381,1
956,53,0.359401,1
371,56,0.392774,1
385,59,0.444237,1
970,58,0.360596,1
656,62,0.351802,1
991,63,0.37766,1
349,66,0.381626,1
222,68,0.410593,1
436,66,0.354035,1
529,69,0.411394,1
442,76,0.401082,1
275,78,0.419826,1
868,80,0.417142,1
714,79,0.359181,1
401,91,0.476023,1
545,89,0.481404,1
94,86,0.442358,1
368,88,0.453674,1
672,86,0.374963,1
459,90,0.381103,1
825,88,0.372037,1
429,97,0.478076,1
729,95,0.377494,1
769,97,0.384945,1
698,129,0.489194,1
740,109,0.398342,1
20,112,0.42063,1
163,112,0.367751,1
618,110,0.357261,1
432,128,0.545914,1
531,112,0.377387,1
760,119,0.355253,1
641,122,0.413516,1
213,128,0.408003,1
476,122,0.360569,1
84,130,0.417641,1
179,128,0.38408,1
979,132,0.683198,1
762,131,0.377932,1
851,130,0.40856,1
634,131,0.358265,1
302,138,0.364846,1
521,146,0.493271,1
407,147,0.418145,1
828,150,0.370332,1
169,158,0.438179,1
203,161,0.510163,1
453,159,0.471501,1
45,164,0.467657,1
109,165,0.460258,1
414,160,0.401825,1
795,163,0.437143,1
673,164,0.393024,1
734,171,0.432139,1
864,166,0.355407,1
422,179,0.490548,1
307,175,0.377531,1
504,175,0.3672,1
488,202,0.431069,1
223,186,0.542412,1
259,182,0.373892,1
606,187,0.418323,1
820,182,0.362974,1
551,188,0.432223,1
515,191,0.386841,1
30,192,0.352198,1
273,195,0.404871,1
814,205,0.457791,1
907,194,0.385086,1
308,197,0.361934,1
67,204,0.427795,1
552,202,0.363477,1
888,209,0.419384,1
636,241,0.436497,1
256,218,0.48052,1
931,210,0.395803,1
192,210,0.355819,1
328,217,0.464293,1
766,213,0.357427,1
414,230,0.554505,1
366,237,0.458909,1
665,228,0.431263,1
970,237,0.457317,1
298,229,0.420516,1
206,232,0.424402,1
838,233,0.353884,1
739,234,0.368579,1
62,237,0.355522,1
242,239,0.387506,1
162,241,0.363686,1
887,247,0.376025,1
491,250,0.389414,1
176,259,0.437973,1
926,255,0.387451,1
421,257,0.385881,1
60,258,0.358385,1
277,261,0.363968,1
336,263,0.435046,1
868,261,0.361039,1
131,263,0.370122,1
440,273,0.466384,1
602,263,0.361625,1
509,282,0.451153,1
956,289,0.447652,1
243,272,0.414124,1
399,279,0.470472,1
908,274,0.387566,1
283,272,0.362763,1
55,281,0.400383,1
299,287,0.400128,1
864,286,0.358746,1
37,292,0.411929,1
140,295,0.422148,1
564,302,0.424021,1
364,298,0.394671,1
75,297,0.384893,1
885,308,0.423256,1
320,314,0.454578,1
464,318,0.472402,1
142,311,0.367918,1
690,310,0.36272,1
766,314,0.407104,1
392,327,0.468601,1
85,325,0.399733,1
578,324,0.354468,1
428,331,0.385815,1
998,335,0.39762,1
116,333,0.414235,1
710,339,0.412532,1
588,341,0.414797,1
774,330,0.351563,1
280,343,0.450061,1
404,350,0.484282,1
748,340,0.353081,1
354,346,0.365096,1
318,354,0.395033,1
530,353,0.389825,1
791,352,0.385388,1
196,356,0.372349,1
904,361,0.415372,1
215,372,0.412585,1
603,369,0.406113,1
177,369,0.381732,1
360,372,0.401085,1
30,373,0.364586,1
338,375,0.374722,1
397,398,0.608319,1
817,382,0.37288,1
921,387,0.415158,1
615,389,0.414386,1
864,388,0.355104,1
742,390,0.356025,1
76,392,0.353456,1
550,397,0.405201,1
872,409,0.381515,1
456,415,0.42882,1
276,413,0.424534,1
41,430,0.480091,1
204,418,0.476518,1
557,417,0.424962,1
648,435,0.465499,1
765,424,0.446679,1
392,420,0.352079,1
612,422,0.353297,1
292,424,0.364403,1
858,438,0.388594,1
885,433,0.376115,1
236,435,0.37273,1
488,439,0.376514,1
251,448,0.425794,1
364,442,0.350794,1
597,456,0.452686,1
341,449,0.400999,1
426,456,0.375907,1
718,453,0.361758,1
79,462,0.537306,1
633,462,0.409815,1
712,458,0.358227,1
500,464,0.357809,1
441,466,0.376347,1
756,472,0.472666,1
716,469,0.41471,1
277,480,0.539647,1
409,483,0.574885,1
354,471,0.376792,1
326,492,0.501396,1
105,484,0.47706,1
515,493,0.583588,1
918,485,0.361884,1
679,490,0.469989,1
633,501,0.441256,1
246,491,0.380595,1
467,492,0.395957,1
847,496,0.360448,1
123,503,0.459973,1
210,504,0.425706,1
906,505,0.41678,1
596,504,0.355652,1
842,506,0.413387,1
18,518,0.68358,1
563,529,0.480648,1
453,541,0.455883,1
530,518,0.352833,1
199,524,0.467615,1
86,523,0.472824,1
621,544,0.446096,1
646,524,0.350099,1
256,539,0.578664,1
522,536,0.4243,1
761,537,0.391191,1
935,546,0.453596,1
210,539,0.41682,1
172,542,0.352713,1
329,550,0.426,1
728,548,0.424356,1
165,561,0.482218,1
508,572,0.51379,1
550,563,0.364956,1
586,565,0.446423,1
140,579,0.554163,1
686,576,0.401932,1
276,570,0.350761,1
991,577,0.353092,1
601,580,0.375916,1
375,583,0.356869,1
648,586,0.404622,1
763,582,0.376129,1
273,583,0.376912,1
710,583,0.359144,1
766,591,0.360968,1
612,592,0.355673,1
44,594,0.363226,1
99,594,0.38279,1
391,596,0.357051,1
337,605,0.363056,1
675,607,0.3961,1
411,612,0.437149,1
777,616,0.416136,1
992,610,0.361312,1
274,617,0.541906,1
632,615,0.410634,1
552,621,0.470749,1
726,626,0.396268,1
359,621,0.366283,1
429,626,0.491486,1
651,627,0.424361,1
131,634,0.394137,1
85,637,0.416044,1
452,639,0.403379,1
567,641,0.417831,1
284,645,0.370738,1
662,649,0.372811,1
860,646,0.357975,1
686,648,0.367819,1
928,679,0.493793,1
599,658,0.386207,1
684,654,0.355316,1
781,658,0.405857,1
445,659,0.446897,1
19,666,0.654498,1
703,704,0.516167,1
76,666,0.350494,1
712,682,0.40181,1
554,687,0.484419,1
99,691,0.494373,1
272,689,0.458944,1
487,690,0.366382,1
763,696,0.437118,1
28,691,0.367388,1
989,707,0.457566,1
628,700,0.399552,1
729,701,0.375357,1
840,702,0.355846,1
35,704,0.375852,1
183,711,0.552845,1
116,711,0.411225,1
638,717,0.435279,1
846,712,0.352935,1
814,715,0.362308,1
46,723,0.404515,1
429,727,0.448123,1
571,722,0.420327,1
119,727,0.478407,1
290,720,0.357894,1
20,722,0.35042,1
540,724,0.429563,1
941,725,0.379467,1
24,728,0.357209,1
825,732,0.44553,1
945,739,0.377652,1
972,749,0.417903,1
38,760,0.598911,1
282,749,0.384101,1
73,748,0.362531,1
790,764,0.428627,1
658,752,0.404787,1
136,764,0.415685,1
853,762,0.445959,1
576,761,0.414217,1
665,761,0.41066,1
708,770,0.363405,1
492,774,0.502843,1
698,778,0.402598,1
51,788,0.364286,1
598,794,0.400147,1
639,798,0.439939,1
151,793,0.35908,1
999,799,0.395278,1
730,804,0.463276,1
325,806,0.53003,1
904,802,0.353889,1
916,824,0.416558,1
193,822,0.559341,1
507,820,0.41943,1
578,822,0.35048,1
747,827,0.455514,1
797,826,0.419361,1
822,826,0.379561,1
856,825,0.376546,1
984,825,0.387284,1
575,844,0.65992,1
554,839,0.37627,1
378,846,0.351953,1
423,853,0.480235,1
18,861,0.707771,1
153,861,0.385928,1
903,863,0.361071,1
49,874,0.418794,1
836,870,0.386461,1
890,879,0.411821,1
257,887,0.613464,1
149,881,0.402058,1
935,898,0.504856,1
319,903,0.444585,1
561,902,0.639795,1
588,906,0.612124,1
78,908,0.453376,1
147,907,0.41924,1
965,910,0.648748,1
278,912,0.519598,1
897,918,0.42251,1
431,920,0.485954,1
257,920,0.369299,1
597,922,0.374347,1
938,925,0.371949,1
602,935,0.455694,1
684,932,0.386847,1
968,935,0.385553,1
529,944,0.547493,1
30,955,0.376187,1
189,954,0.352736,1
598,958,0.513011,1
325,955,0.396981,1
110,958,0.351593,1
937,963,0.486767,1
82,960,0.391055,1
114,968,0.466401,1
634,972,0.420036,1
992,970,0.350581,1
472,973,0.363768,1
204,982,0.458328,1
828,982,0.476232,1
335,989,0.488178,1
1000,984,0.480106,1
266,988,0.50271,1
300,992,0.414974,1
475,988,0.375447,1
960,988,0.355885,1
851,1001,0.413346,1
542,993,0.401318,1
65,996,0.380339,1
652,1002,0.491177,1
129,1001,0.357658,1
394,1004,0.44636,1
566,1001,0.36338,1
26,1003,0.423875,1
136,1006,0.360414,1
864,1008,0.373069,1
196,430,0.563357,2
50,302,0.515474,2
392,439,0.767182,3
360,101,0.55907,5
33,383,0.696848,5
237,268,0.612603,4
268,52,0.512743,4
148,113,0.538053,4
463,354,0.452426,4
274,627,0.576878,3
465,953,0.575047,3
269,746,0.705637,2
561,645,0.497414,5
756,581,0.612394,2
692,812,0.678083,4
975,789,0.6414,4
861,596,0.635178,4
733,759,0.634017,5
918,437,0.521845,3
932,448,0.536196,4
678,457,0.593243,5
709,382,0.628265,4
784,292,0.655884,4
800,314,0.527466,5
643,411,0.461823,5
478,472,0.628727,5
546,286,0.584002,5
306,303,0.458158,4
731,223,0.601881,2
939,183,0.624513,3
701,79,0.482059,3
648,108,0.614308,4
698,181,0.60367,4
147,16,0.553567,1
374,16,0.404087,1
508,16,0.365854,1
932,16,0.387256,1
641,19,0.384801,1
403,23,0.394962,1
884,20,0.351021,1
443,23,0.370764,1
777,25,0.396116,1
414,28,0.3558,1
607,35,0.430913,1
984,35,0.379951,1
440,42,0.448439,1
834,38,0.358987,1
946,43,0.397945,1
992,42,0.355841,1
