@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute Class {'1','2'}
@data
1,1,502,0.927824535760252,0.252865622367244,0.298838311199668,0.170521299895417,0.735936040913738,0.42832542788108,0.567946941770303,0.474369599993548,0.245674854711009,0.104225865297485,0.869090702981016,0.997518495631973,0.448620077452829,0.307521787118943,0.858310365213806,0.796997239630825,0.869893038135746,'1'
1,2,249,0.457728362762524,0.359448422767067,0.306957376771607,0.843330767177718,0.934850661151318,0.444572488360831,0.82801492533957,0.296617752717187,0.616869901541051,0.975785581404085,0.91434366699541,0.845247141927636,0.86415186806763,0.346712688982694,0.356573417088172,0.438447188711466,0.512256143905688,'2'
1,3,202,0.373238487100591,0.517399355529859,0.504992545669019,0.618903335988418,0.605570823218053,0.746225330040842,0.195928291979039,0.815666935106532,0.679355027974169,0.803413075982179,0.643995160996241,0.71844113321147,0.924775074027841,0.3153714063448,0.250642370688729,0.285635527189718,0.365857963657214,'2'
1,4,56,0.104055313956148,0.197532695107576,0.4218371592475,0.74205566759661,0.490827882415356,0.00552543695602152,0.392123267213659,0.0100148949642769,0.471462699939083,0.597878903083296,0.76165875207581,0.362750560747615,0.9128190944424,0.977971175252201,0.845921227251852,0.699430932359408,0.475986734584957,'2'
1,5,278,0.513199296929977,0.0618115770100202,0.635836718556109,0.844797516986728,0.441502226525659,0.19192645115545,0.48754611612013,0.358533581225978,0.55154323508161,0.743876519156361,0.31234943433018,0.650222832717312,0.522261015828958,0.043544764827109,0.376660111351197,0.280097758886404,0.132282876074573,'2'
1,6,342,0.629025937883287,0.303380105339198,0.813407571668116,0.222817122505512,0.971206032758993,0.609778289794405,0.647803859216058,0.737913872956091,0.440943207113176,0.0359823660394694,0.615867666898865,0.0174871842674394,0.932319514759971,0.329318037856784,0.954122775791782,0.135378914996464,0.294804795545578,'2'
1,7,297,0.548838498016509,0.153583456094687,0.654415396784639,0.140346212753664,0.796645887306012,0.405839623644068,0.662635625012788,0.049426685164993,0.578519493832977,0.264854682900477,0.9592173730463,0.698106831817939,0.467358949444153,0.63707769600571,0.0112513306537747,0.147325156949874,0.213814247222359,'2'
1,8,486,0.898731363430205,0.931821763206325,0.916647938932551,0.399105637658957,0.00944511478171787,0.846257460333355,0.683772540261917,0.39730645687992,0.886768087244127,0.522427847276493,0.6947735654824,0.886522317973949,0.411672883078508,0.481108053856426,0.926546370234185,0.0264308704153842,0.0927395523913826,'2'
1,9,191,0.352971855717866,0.988120610877458,0.287070317296052,0.563625600050566,0.4027078751798,0.380931733126959,0.479191238058007,0.0601652939803898,0.236524445136699,0.290483708333017,0.391833072444165,0.254944302259375,0.488399585905588,0.0536835650848742,0.862225604101291,0.415055139380921,0.487125899461615,'2'
1,10,225,0.413930717192125,0.805288477992225,0.163485863760838,0.861901695078187,0.947594531800132,0.54656367568144,0.426141006247296,0.417080309098431,0.945609573926777,0.3253875090068,0.666526808363334,0.374270055352503,0.100291350742595,0.213290279975627,0.222859670953929,0.00728621250147828,0.420027361999059,'2'
