@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
428,220,0.382251,3
166,397,0.463495,3
586,735,0.677681,3
885,969,0.732926,3
815,594,0.373249,4
957,412,0.511775,4
499,564,0.432813,4
415,805,0.558719,5
693,886,0.542393,5
568,17,0.39799,1
281,24,0.418647,1
68,26,0.424643,1
196,27,0.376897,1
745,26,0.398773,1
369,30,0.443805,1
491,39,0.412781,1
642,34,0.352344,1
917,34,0.376782,1
148,42,0.353427,1
379,45,0.404862,1
935,44,0.370521,1
796,51,0.484366,1
991,47,0.36989,1
37,54,0.375197,1
478,62,0.434636,1
43,63,0.362781,1
377,82,0.384372,1
538,85,0.380879,1
27,92,0.405827,1
394,97,0.413462,1
213,101,0.374094,1
327,102,0.375728,1
88,107,0.367216,1
282,107,0.39812,1
858,107,0.400361,1
518,108,0.350643,1
883,122,0.358721,1
952,129,0.375249,1
827,132,0.36631,1
917,138,0.378141,1
40,138,0.350956,1
970,140,0.38173,1
17,158,0.395301,1
917,165,0.372447,1
530,168,0.355538,1
23,176,0.581648,1
666,172,0.358145,1
360,177,0.352665,1
666,180,0.351479,1
213,182,0.372759,1
255,192,0.379393,1
443,198,0.365318,1
772,202,0.366387,1
998,205,0.381211,1
657,208,0.363577,1
19,220,0.363291,1
672,220,0.357315,1
575,223,0.372452,1
426,238,0.362072,1
396,247,0.392411,1
408,250,0.358486,1
306,258,0.403486,1
452,260,0.402289,1
45,271,0.352286,1
244,279,0.421528,1
58,284,0.383609,1
396,291,0.367327,1
188,298,0.354094,1
76,303,0.390851,1
568,308,0.411672,1
843,312,0.377458,1
84,314,0.390529,1
374,324,0.506741,1
100,325,0.38145,1
169,356,0.366025,1
62,360,0.393372,1
671,361,0.367431,1
183,367,0.415691,1
588,372,0.363906,1
288,375,0.370747,1
624,376,0.360328,1
709,379,0.377438,1
884,382,0.420921,1
221,390,0.396383,1
218,400,0.363958,1
403,402,0.420522,1
50,405,0.379259,1
584,405,0.393044,1
106,408,0.360193,1
907,428,0.379814,1
956,462,0.367325,1
974,470,0.354948,1
205,476,0.38034,1
824,476,0.354669,1
841,481,0.366018,1
78,490,0.4561,1
758,492,0.354382,1
844,492,0.358371,1
234,496,0.360473,1
140,499,0.373711,1
182,500,0.391106,1
363,505,0.405347,1
857,511,0.383581,1
883,520,0.377255,1
892,524,0.355899,1
910,527,0.453664,1
954,532,0.443797,1
390,536,0.433569,1
358,543,0.380674,1
143,566,0.391684,1
264,575,0.384124,1
882,575,0.374966,1
888,578,0.354771,1
944,578,0.365401,1
591,591,0.38078,1
163,599,0.367263,1
362,654,0.381615,1
308,657,0.420071,1
436,665,0.382045,1
869,671,0.367619,1
930,696,0.355444,1
781,706,0.388569,1
99,717,0.391908,1
99,745,0.36514,1
400,746,0.352594,1
400,762,0.352035,1
642,764,0.361771,1
25,775,0.429742,1
664,779,0.404463,1
645,784,0.403559,1
494,791,0.384034,1
85,792,0.375679,1
518,793,0.447493,1
909,801,0.459677,1
582,815,0.384065,1
28,828,0.435052,1
592,839,0.399324,1
807,842,0.388571,1
46,846,0.357242,1
832,846,0.388676,1
110,850,0.357473,1
774,850,0.374898,1
56,858,0.426991,1
86,859,0.435421,1
559,858,0.380145,1
972,858,0.357679,1
704,863,0.376428,1
881,866,0.368027,1
620,869,0.462614,1
1004,869,0.408574,1
266,884,0.360421,1
86,894,0.416213,1
583,892,0.405529,1
832,890,0.367495,1
645,900,0.372108,1
604,910,0.397934,1
825,916,0.372629,1
914,916,0.357238,1
163,925,0.366775,1
281,937,0.360327,1
558,953,0.482921,1
76,952,0.351979,1
462,953,0.409447,1
46,984,0.353818,1
122,987,0.370156,1
906,988,0.351342,1
328,991,0.374538,1
798,992,0.389603,1
56,999,0.44144,1
25,1000,0.402936,1
747,1004,0.367011,1
380,1006,0.362724,1
107,24,0.519508,5
749,557,0.447636,4
744,612,0.522052,3
839,999,0.511183,3
753,837,0.539105,4
646,776,0.549757,4
814,896,0.449178,4
420,16,0.379432,1
502,17,0.426748,1
878,17,0.369888,1
740,28,0.40764,1
758,30,0.360601,1
998,37,0.427494,1
352,42,0.427717,1
381,43,0.390644,1
488,44,0.485382,1
580,48,0.410252,1
798,54,0.493649,1
494,56,0.411628,1
364,67,0.358271,1
584,69,0.360806,1
410,72,0.389693,1
852,79,0.365019,1
683,91,0.451563,1
134,95,0.376452,1
504,104,0.456668,1
578,106,0.400083,1
336,108,0.358383,1
727,111,0.401162,1
908,109,0.371422,1
704,116,0.464949,1
857,121,0.513973,1
654,129,0.410993,1
892,129,0.440486,1
85,136,0.421633,1
557,146,0.451032,1
622,140,0.352694,1
915,146,0.432691,1
402,144,0.381419,1
728,160,0.492423,1
92,149,0.377656,1
332,151,0.389563,1
791,153,0.405547,1
415,164,0.366005,1
449,166,0.380815,1
25,168,0.380577,1
840,167,0.372948,1
387,171,0.409752,1
275,172,0.382282,1
65,178,0.394501,1
300,176,0.350678,1
964,177,0.366462,1
262,185,0.369865,1
1003,187,0.442193,1
217,192,0.367844,1
485,196,0.437452,1
650,196,0.385735,1
789,201,0.403615,1
55,207,0.42917,1
23,203,0.380257,1
842,207,0.445656,1
276,206,0.363062,1
151,210,0.454077,1
231,212,0.386192,1
872,212,0.420463,1
383,212,0.416837,1
654,213,0.388624,1
176,219,0.458384,1
462,216,0.384102,1
798,218,0.396789,1
486,218,0.384245,1
927,222,0.47368,1
772,221,0.373235,1
998,220,0.361495,1
123,226,0.407509,1
28,229,0.463038,1
806,232,0.392816,1
669,237,0.387506,1
72,237,0.39277,1
271,238,0.430222,1
183,239,0.376785,1
932,238,0.357328,1
292,240,0.358874,1
409,246,0.40903,1
133,250,0.405122,1
888,252,0.503587,1
991,254,0.412909,1
198,251,0.37637,1
467,252,0.442429,1
510,251,0.415447,1
52,261,0.387097,1
686,265,0.556596,1
538,266,0.383116,1
180,268,0.417564,1
857,268,0.402195,1
721,269,0.417964,1
208,270,0.361485,1
585,272,0.376866,1
458,274,0.40096,1
617,274,0.425881,1
73,276,0.385263,1
214,274,0.354447,1
285,277,0.402465,1
353,280,0.407528,1
753,280,0.453138,1
688,281,0.375463,1
779,281,0.406783,1
988,283,0.426061,1
504,285,0.453264,1
120,292,0.36749,1
699,294,0.377609,1
994,296,0.386316,1
456,298,0.433735,1
800,297,0.431636,1
681,300,0.386705,1
33,302,0.420111,1
610,306,0.442614,1
689,315,0.50148,1
432,313,0.43222,1
938,312,0.358258,1
1004,313,0.374028,1
142,318,0.524576,1
53,325,0.430554,1
626,321,0.559415,1
714,326,0.465493,1
554,327,0.40013,1
401,329,0.36751,1
830,328,0.378304,1
114,331,0.3836,1
323,332,0.386128,1
945,335,0.373122,1
432,334,0.360219,1
159,338,0.379215,1
196,344,0.398625,1
534,338,0.357444,1
89,344,0.379947,1
710,344,0.438891,1
735,348,0.421233,1
836,349,0.418782,1
893,349,0.410729,1
793,361,0.397953,1
97,359,0.48968,1
924,356,0.387223,1
967,361,0.4766,1
206,358,0.353178,1
422,358,0.359645,1
477,361,0.398821,1
505,364,0.393442,1
737,366,0.37292,1
293,367,0.414808,1
751,378,0.410502,1
442,382,0.452654,1
185,382,0.409548,1
912,382,0.458802,1
348,385,0.448667,1
199,403,0.390063,1
364,403,0.40212,1
268,407,0.416501,1
533,404,0.439768,1
582,405,0.498654,1
995,406,0.385263,1
868,414,0.352483,1
347,422,0.405192,1
818,416,0.372605,1
167,423,0.443865,1
308,423,0.40785,1
666,423,0.368183,1
606,433,0.365894,1
628,440,0.514068,1
894,438,0.52396,1
508,436,0.356153,1
359,443,0.424132,1
966,443,0.453354,1
194,444,0.397153,1
461,443,0.395286,1
678,446,0.364622,1
716,449,0.384901,1
270,450,0.363495,1
238,454,0.357454,1
415,463,0.463837,1
935,464,0.371644,1
241,478,0.439139,1
982,477,0.359148,1
610,479,0.500573,1
180,487,0.384775,1
864,486,0.358897,1
790,487,0.378844,1
927,499,0.485837,1
511,497,0.3811,1
275,501,0.371606,1
332,504,0.354156,1
896,521,0.454501,1
176,517,0.455289,1
284,518,0.371844,1
112,520,0.357179,1
219,521,0.378919,1
345,522,0.398215,1
698,523,0.514739,1
43,524,0.391013,1
472,530,0.429269,1
952,532,0.411701,1
798,533,0.35441,1
237,539,0.471991,1
302,539,0.438922,1
368,552,0.409154,1
729,546,0.410612,1
255,547,0.390411,1
427,550,0.442409,1
326,552,0.413405,1
275,554,0.369612,1
520,556,0.358334,1
852,560,0.358631,1
528,573,0.36321,1
840,580,0.364973,1
23,581,0.368808,1
272,582,0.42139,1
288,581,0.430909,1
903,585,0.410708,1
54,584,0.378152,1
215,584,0.402433,1
406,584,0.380127,1
968,587,0.4626,1
568,592,0.367052,1
329,599,0.525938,1
846,594,0.367711,1
462,597,0.413349,1
363,599,0.395005,1
1002,598,0.356357,1
528,606,0.352884,1
401,612,0.435042,1
486,622,0.505918,1
527,623,0.437089,1
672,622,0.358548,1
758,632,0.435133,1
779,633,0.428448,1
803,633,0.406507,1
608,639,0.396732,1
108,653,0.372487,1
203,654,0.400064,1
650,652,0.361502,1
23,655,0.407681,1
807,658,0.39386,1
504,662,0.411503,1
880,661,0.369906,1
462,663,0.403561,1
962,663,0.385455,1
924,666,0.35104,1
742,678,0.372606,1
564,687,0.382154,1
889,688,0.365771,1
29,699,0.414598,1
980,700,0.396242,1
800,706,0.357464,1
685,720,0.44261,1
489,722,0.454674,1
54,729,0.389246,1
190,728,0.376029,1
167,731,0.43822,1
540,730,0.422684,1
685,740,0.491597,1
773,740,0.462592,1
933,738,0.423404,1
620,739,0.384399,1
455,743,0.377983,1
387,746,0.381943,1
989,751,0.384616,1
408,753,0.356383,1
513,755,0.360138,1
995,764,0.428954,1
178,766,0.405519,1
782,766,0.387526,1
394,772,0.418313,1
714,772,0.35587,1
185,784,0.477504,1
72,786,0.419511,1
88,795,0.416147,1
420,806,0.351876,1
708,808,0.384211,1
62,814,0.351347,1
306,817,0.425432,1
618,819,0.507299,1
243,818,0.367776,1
992,829,0.447968,1
181,833,0.369313,1
526,833,0.36527,1
63,836,0.479897,1
628,839,0.375169,1
97,841,0.356514,1
830,847,0.476623,1
993,850,0.400187,1
32,854,0.373959,1
325,855,0.375907,1
96,863,0.460997,1
546,862,0.377013,1
692,862,0.363171,1
165,867,0.412834,1
506,868,0.400369,1
606,871,0.392735,1
36,874,0.358179,1
117,886,0.374018,1
306,886,0.361652,1
170,898,0.434407,1
288,892,0.362188,1
974,895,0.45759,1
559,897,0.387137,1
736,901,0.359232,1
129,906,0.455982,1
228,904,0.363127,1
971,922,0.386087,1
704,925,0.385708,1
65,928,0.369962,1
223,928,0.393298,1
266,930,0.364248,1
473,928,0.351877,1
888,930,0.394665,1
815,931,0.374688,1
1000,934,0.355506,1
70,937,0.369298,1
108,936,0.351958,1
845,936,0.358784,1
110,951,0.418514,1
60,953,0.363984,1
310,953,0.384093,1
650,954,0.357388,1
454,962,0.352821,1
116,969,0.428678,1
82,974,0.477313,1
247,975,0.428161,1
43,982,0.381669,1
931,985,0.44828,1
661,991,0.524112,1
152,996,0.469836,1
70,1006,0.374654,1
353,1006,0.366602,1
551,136,0.486668,4
117,629,0.535653,4
732,17,0.363232,1
135,18,0.353436,1
458,26,0.375473,1
996,28,0.354729,1
285,37,0.371094,1
394,38,0.350807,1
43,44,0.355329,1
999,53,0.518794,1
486,46,0.369355,1
832,51,0.355092,1
238,52,0.354152,1
444,60,0.3642,1
944,65,0.37411,1
461,71,0.380995,1
162,77,0.497378,1
652,72,0.367227,1
996,75,0.405502,1
159,90,0.381589,1
391,93,0.373383,1
230,111,0.367353,1
530,110,0.351885,1
606,112,0.355775,1
33,121,0.388632,1
748,125,0.382611,1
94,136,0.352771,1
112,140,0.350712,1
264,143,0.353855,1
33,145,0.426614,1
135,145,0.410192,1
889,145,0.407205,1
155,150,0.367706,1
831,185,0.438782,1
660,186,0.460217,1
460,188,0.357754,1
910,191,0.386786,1
88,192,0.358928,1
994,196,0.355364,1
310,198,0.362038,1
36,201,0.369893,1
176,200,0.388757,1
126,206,0.391373,1
827,212,0.352891,1
932,220,0.354368,1
86,231,0.377363,1
230,243,0.356638,1
838,249,0.392077,1
32,259,0.375581,1
57,272,0.389889,1
22,280,0.351411,1
159,300,0.397239,1
701,305,0.376579,1
548,310,0.50264,1
204,311,0.387982,1
784,310,0.362158,1
839,310,0.404712,1
480,322,0.371751,1
512,322,0.361218,1
663,323,0.357181,1
121,332,0.46804,1
693,344,0.460384,1
437,349,0.406275,1
850,358,0.364933,1
734,358,0.410016,1
152,365,0.377131,1
262,364,0.356871,1
28,371,0.38741,1
66,372,0.357168,1
450,378,0.509661,1
767,379,0.469015,1
173,382,0.373309,1
924,384,0.386647,1
600,392,0.354563,1
226,400,0.354773,1
646,409,0.374139,1
20,424,0.440399,1
296,428,0.379315,1
998,431,0.425367,1
969,431,0.391835,1
904,435,0.378605,1
229,446,0.358762,1
950,446,0.40239,1
777,451,0.380085,1
140,455,0.398961,1
40,462,0.369503,1
438,462,0.358087,1
446,478,0.351894,1
666,478,0.362512,1
29,485,0.360533,1
93,487,0.40614,1
670,491,0.369768,1
146,497,0.433027,1
254,494,0.366777,1
186,498,0.430227,1
926,498,0.417499,1
426,505,0.398531,1
467,504,0.369969,1
205,516,0.433043,1
515,515,0.3963,1
91,522,0.368371,1
673,523,0.372269,1
496,532,0.36183,1
139,535,0.382764,1
246,538,0.454145,1
589,536,0.361561,1
568,547,0.391186,1
425,550,0.430105,1
84,554,0.386092,1
169,553,0.377691,1
267,558,0.374805,1
831,559,0.385297,1
146,560,0.366814,1
38,565,0.374037,1
55,579,0.423064,1
106,578,0.362548,1
235,582,0.358258,1
873,586,0.406514,1
911,590,0.442026,1
955,587,0.385451,1
524,593,0.478122,1
634,595,0.421262,1
132,598,0.501094,1
710,601,0.413939,1
775,603,0.40711,1
90,607,0.399718,1
200,604,0.351277,1
602,605,0.381941,1
541,613,0.3967,1
796,620,0.350249,1
250,622,0.357663,1
840,628,0.434576,1
184,628,0.358498,1
962,634,0.359026,1
89,637,0.389656,1
802,637,0.357519,1
710,644,0.468165,1
127,649,0.448684,1
280,649,0.42856,1
176,652,0.376699,1
768,660,0.355585,1
844,663,0.374222,1
299,676,0.439494,1
569,677,0.386334,1
189,680,0.406015,1
786,680,0.387497,1
122,688,0.351248,1
648,690,0.414294,1
