@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
291,803,0.554334,2
235,656,0.629532,2
332,697,0.464001,2
352,771,0.5662,2
42,808,0.745066,2
373,892,0.531399,2
447,951,0.743186,2
364,974,0.704356,2
359,957,0.483371,3
369,914,0.580613,2
231,812,0.60725,4
83,623,0.669837,5
118,654,0.607739,5
167,617,0.550564,4
350,725,0.707005,3
128,814,0.702456,5
465,795,0.669072,5
483,710,0.611464,3
547,974,0.719766,3
535,812,0.538609,3
945,841,0.664568,3
969,857,0.690317,4
806,574,0.727699,3
678,630,0.402273,4
978,132,0.69677,5
400,799,0.539181,4
424,800,0.582699,4
358,679,0.572523,4
255,721,0.481874,4
480,872,0.54855,4
278,16,0.36725,1
386,16,0.372662,1
411,19,0.440964,1
600,19,0.398557,1
571,21,0.429759,1
236,24,0.36337,1
489,32,0.452292,1
828,22,0.355741,1
679,25,0.35644,1
978,24,0.354193,1
28,28,0.365777,1
65,28,0.37115,1
851,30,0.427565,1
922,31,0.383722,1
457,34,0.369515,1
421,45,0.405022,1
77,38,0.353801,1
321,46,0.412296,1
51,47,0.471003,1
180,45,0.358006,1
622,44,0.351463,1
501,47,0.382057,1
280,53,0.370851,1
599,55,0.435843,1
957,53,0.378494,1
371,56,0.397492,1
860,55,0.352163,1
386,58,0.428518,1
971,58,0.36063,1
348,64,0.407249,1
992,63,0.389406,1
222,69,0.419456,1
436,66,0.364038,1
529,69,0.420129,1
442,75,0.391703,1
275,78,0.430886,1
868,80,0.427774,1
714,79,0.359404,1
401,91,0.471905,1
544,88,0.472957,1
93,85,0.427544,1
368,88,0.448959,1
460,90,0.386529,1
825,88,0.360605,1
429,97,0.499039,1
730,96,0.385613,1
768,96,0.395823,1
904,101,0.366574,1
698,129,0.458052,1
741,109,0.396349,1
618,109,0.379296,1
20,112,0.397709,1
163,112,0.374626,1
432,128,0.539802,1
532,113,0.35769,1
472,114,0.350057,1
214,128,0.392698,1
641,121,0.391472,1
477,123,0.369712,1
179,128,0.380541,1
83,130,0.418054,1
634,130,0.367479,1
761,130,0.377505,1
850,129,0.394121,1
302,139,0.371418,1
521,145,0.467785,1
407,147,0.429023,1
828,149,0.376286,1
168,157,0.409045,1
502,152,0.358848,1
203,161,0.515067,1
454,159,0.486936,1
45,165,0.475724,1
109,165,0.46334,1
414,161,0.370478,1
795,164,0.427288,1
673,164,0.380083,1
735,171,0.424342,1
421,178,0.484821,1
307,175,0.364754,1
504,175,0.373796,1
488,202,0.434227,1
223,186,0.562492,1
259,181,0.387512,1
606,187,0.407186,1
822,182,0.352999,1
551,188,0.426739,1
516,191,0.391276,1
273,195,0.395739,1
814,204,0.462903,1
907,194,0.394078,1
308,197,0.370552,1
66,202,0.413121,1
152,202,0.361576,1
176,202,0.350217,1
889,209,0.418914,1
756,205,0.358125,1
631,233,0.431586,1
932,210,0.408135,1
257,219,0.470088,1
328,216,0.474153,1
852,214,0.350092,1
414,231,0.552447,1
665,228,0.443308,1
298,227,0.446857,1
366,236,0.46696,1
1006,224,0.354304,1
970,236,0.445714,1
206,232,0.400781,1
242,236,0.399705,1
739,234,0.367296,1
324,237,0.385851,1
162,241,0.372346,1
887,247,0.384504,1
491,250,0.409734,1
175,259,0.442572,1
926,255,0.396679,1
421,257,0.412306,1
62,259,0.368777,1
274,258,0.356646,1
338,265,0.431936,1
132,263,0.369226,1
280,262,0.35248,1
653,267,0.413066,1
870,262,0.350888,1
440,272,0.450476,1
602,264,0.350762,1
509,281,0.472679,1
908,272,0.37765,1
956,287,0.443035,1
243,272,0.424323,1
400,280,0.461323,1
282,271,0.360307,1
564,274,0.378815,1
55,280,0.396521,1
299,286,0.389297,1
37,292,0.407924,1
140,295,0.419663,1
564,302,0.416792,1
365,298,0.401194,1
75,298,0.372367,1
885,308,0.407296,1
320,313,0.462651,1
760,308,0.356438,1
143,312,0.384482,1
464,317,0.443283,1
690,311,0.381038,1
766,314,0.405023,1
514,318,0.361851,1
85,325,0.422748,1
392,327,0.47152,1
116,332,0.415892,1
773,328,0.360682,1
999,336,0.385006,1
428,331,0.37303,1
588,341,0.424335,1
711,341,0.432977,1
280,343,0.441693,1
404,349,0.482639,1
748,340,0.38025,1
318,354,0.4174,1
531,353,0.394402,1
791,351,0.410501,1
903,360,0.407392,1
198,357,0.368498,1
603,368,0.424664,1
215,371,0.399157,1
359,371,0.410875,1
178,369,0.362249,1
566,370,0.354067,1
30,373,0.368412,1
438,372,0.356037,1
338,376,0.356908,1
397,397,0.585222,1
919,385,0.403757,1
615,389,0.434174,1
820,386,0.350622,1
743,391,0.359803,1
550,397,0.421153,1
871,407,0.377817,1
276,413,0.419294,1
456,415,0.438101,1
931,410,0.353036,1
41,429,0.492736,1
204,417,0.463091,1
558,417,0.41822,1
648,436,0.465518,1
392,419,0.375408,1
765,423,0.444549,1
612,422,0.363752,1
295,425,0.362709,1
858,438,0.394015,1
885,434,0.375786,1
236,435,0.361769,1
488,439,0.373499,1
621,441,0.384002,1
251,448,0.416554,1
598,457,0.45359,1
342,449,0.398818,1
425,456,0.401858,1
718,452,0.355135,1
79,462,0.535362,1
633,463,0.40287,1
756,470,0.469979,1
438,462,0.350727,1
500,462,0.35665,1
274,474,0.529692,1
717,469,0.399278,1
407,480,0.555364,1
444,468,0.352242,1
355,471,0.386229,1
327,493,0.492359,1
106,484,0.480853,1
944,482,0.364981,1
515,493,0.570856,1
919,486,0.379612,1
679,490,0.459888,1
285,492,0.456946,1
634,503,0.454873,1
246,491,0.366939,1
421,492,0.389889,1
468,491,0.399642,1
848,496,0.351073,1
123,502,0.464978,1
211,505,0.417145,1
906,504,0.434621,1
596,503,0.376902,1
842,506,0.416349,1
18,517,0.671581,1
562,528,0.490346,1
602,515,0.35544,1
146,516,0.350622,1
452,540,0.456379,1
199,523,0.465948,1
86,523,0.461336,1
622,546,0.446741,1
154,528,0.352752,1
256,538,0.576463,1
934,544,0.453898,1
523,536,0.410654,1
761,537,0.406273,1
