@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {1,2,3,4,5}

@data
362,196,0.59109,4
492,63,0.70458,5
480,37,0.665913,5
581,199,0.536549,4
386,397,0.600016,4
439,22,0.689924,5
558,147,0.474139,4
168,610,0.445369,4
95,285,0.551094,4
134,275,0.538349,4
709,36,0.620767,4
330,30,0.572341,1
528,16,0.443609,1
769,18,0.424803,1
996,16,0.354679,1
92,21,0.414875,1
652,21,0.364191,1
250,27,0.514633,1
824,23,0.382145,1
182,24,0.352305,1
1005,26,0.378195,1
372,28,0.35656,1
567,33,0.482069,1
515,33,0.549761,1
919,31,0.383151,1
771,56,0.567997,1
824,45,0.431844,1
290,45,0.435477,1
342,53,0.477733,1
948,52,0.449362,1
382,58,0.617252,1
882,94,0.493471,1
668,58,0.35156,1
617,61,0.41151,1
814,66,0.598356,1
994,87,0.540708,1
108,72,0.351057,1
311,76,0.430578,1
203,92,0.549057,1
143,86,0.558499,1
417,83,0.390353,1
834,87,0.519762,1
815,87,0.411811,1
927,94,0.388477,1
350,96,0.42781,1
26,94,0.372379,1
427,104,0.38397,1
70,107,0.406483,1
981,128,0.517858,1
343,121,0.416632,1
18,126,0.508952,1
409,135,0.467397,1
830,125,0.36561,1
452,131,0.452986,1
640,130,0.420924,1
911,136,0.364377,1
773,144,0.402719,1
16,147,0.396326,1
904,144,0.352053,1
851,154,0.378736,1
412,158,0.43525,1
446,158,0.362463,1
256,164,0.35716,1
325,169,0.501298,1
477,164,0.364778,1
873,168,0.599423,1
1004,170,0.439704,1
778,177,0.463949,1
924,188,0.501102,1
823,179,0.371151,1
638,180,0.353059,1
674,186,0.354817,1
835,199,0.564531,1
478,197,0.404795,1
629,198,0.381537,1
818,207,0.43384,1
283,202,0.376599,1
494,207,0.403907,1
961,210,0.455843,1
1002,211,0.374131,1
190,224,0.38859,1
436,245,0.775469,1
631,216,0.419342,1
28,229,0.423232,1
396,223,0.414866,1
921,222,0.386016,1
943,232,0.556238,1
809,233,0.395242,1
256,227,0.364915,1
